@relation images
@attribute faces_detected_up real
@attribute faces_detected_right real
@attribute faces_detected_down real
@attribute faces_detected_left real
@attribute reg0r-avg real
@attribute reg0r-var real
@attribute reg0g-avg real
@attribute reg0g-var real
@attribute reg0b-avg real
@attribute reg0b-var real
@attribute reg1r-avg real
@attribute reg1r-var real
@attribute reg1g-avg real
@attribute reg1g-var real
@attribute reg1b-avg real
@attribute reg1b-var real
@attribute reg2r-avg real
@attribute reg2r-var real
@attribute reg2g-avg real
@attribute reg2g-var real
@attribute reg2b-avg real
@attribute reg2b-var real
@attribute reg3r-avg real
@attribute reg3r-var real
@attribute reg3g-avg real
@attribute reg3g-var real
@attribute reg3b-avg real
@attribute reg3b-var real
@attribute class { "right", "down", "up", "left" }
@data
0,0,2,1,0.2659664154,0.0534866106,0.2455768585,0.0385186161,0.2261810303,0.0250746196,0.7739238739,0.0216577593,0.8193683624,0.0132865709,0.8772411346,0.0101936971,0.6222421977,0.1209955368,0.6152369214,0.1217563186,0.6214884493,0.1254207341,0.6081068693,0.1169003516,0.6230315963,0.1205083007,0.6467695771,0.1305999887,"down"
4,0,0,0,0.5646142578,0.024317601,0.5652392578,0.0204624099,0.5428173828,0.0224314842,0.4683984375,0.0382347397,0.5511425781,0.0497831946,0.6522119141,0.0642301576,0.440001829,0.0529035919,0.498491064,0.0546548331,0.4509889737,0.0459783596,0.4749033236,0.0755527997,0.6056973767,0.0227214839,0.7370270694,0.0313844293,"up"
0,0,1,0,0.3380903764,0.0586818274,0.3388866078,0.0612755522,0.256192294,0.0580718493,0.184455178,0.0264916098,0.1706515226,0.0185366313,0.1127208363,0.0116101614,0.0228376777,0.0004893533,0.0286396623,0.0006105669,0.0210011848,0.0002925147,0.2766957938,0.0062233437,0.2529620853,0.0049785649,0.0980801985,0.0013525517,"left"
1,0,6,0,0.1282479745,0.0165374591,0.1289921513,0.0183692046,0.1266936126,0.0200982374,0.5789803964,0.0544544956,0.4188349971,0.0389175823,0.2393952546,0.0137742101,0.3680512662,0.0270619745,0.3299719638,0.0246996587,0.2814623224,0.0229070824,0.3858610157,0.0358316558,0.3519449216,0.0370496969,0.2855603864,0.0322035298,"down"
3,0,0,0,0.8715860666,0.0007744013,0.8869871029,0.0006912158,0.9194870626,0.0006370073,0.2945970267,0.0575178604,0.3022158284,0.0594376878,0.3193419906,0.0700062247,0.7310539334,0.026704459,0.7466186052,0.0269066136,0.778589527,0.0273840861,0.7521175193,0.0217673219,0.7685494088,0.0219005297,0.8010029561,0.0228415392,"up"
1,1,0,1,0.0915957364,0.024802731,0.0996135365,0.0292049971,0.0935766047,0.0274779984,0.3886052912,0.0328825885,0.3340384743,0.0233736551,0.128897927,0.0046376314,0.2105839011,0.0266011005,0.1691498815,0.0147058647,0.0924485338,0.0059651797,0.357751407,0.0982245313,0.3548781842,0.097311378,0.2538895883,0.0724832613,"up"
0,0,0,0,0.4503117239,0.0410667499,0.5006079263,0.0496770435,0.4986612686,0.0568087763,0.6042722993,0.011360278,0.6248253829,0.0167164024,0.5590205919,0.0328602769,0.2939779371,0.0541718288,0.3308915646,0.0655123629,0.3169978424,0.0650475619,0.3121520045,0.0385187038,0.3236184577,0.0338930125,0.2709754315,0.0178145386,"down"
0,0,0,0,0.4691009521,0.0334380663,0.384475708,0.0271395255,0.4110495827,0.0276409752,0.4412051114,0.0938487461,0.3550179221,0.0715993832,0.3417913263,0.0700052868,0.4008127222,0.0077693622,0.3644790432,0.0069536443,0.393975859,0.0075817477,0.2150825681,0.0713771376,0.1594342417,0.051125722,0.1579550504,0.0537381501,"down"
1,0,1,0,0.9160611022,0.0048796315,0.9104733935,0.0083544838,0.9090133368,0.0133216502,0.6844135359,0.0151574903,0.7782389323,0.0180390984,0.8420481962,0.029936559,0.4060823155,0.0565589443,0.4780269445,0.0534262558,0.3479389181,0.0701302816,0.4597477387,0.1240519719,0.4766982446,0.1310816071,0.5220608902,0.1315516987,"down"
0,1,0,0,0.8655797785,0.0010966495,0.8218910911,0.0008724067,0.8816847368,0.0005388492,0.1895543879,0.0071436823,0.1894337047,0.0075888305,0.1473721591,0.00328048,0.5244335012,0.0495256095,0.4789877073,0.0405520086,0.4865854562,0.0558145702,0.4787248223,0.0601288959,0.4408730746,0.0459891419,0.4527658472,0.0598158428,"up"
0,0,0,0,0.2762041016,0.0842868062,0.2599658203,0.082538496,0.2511914063,0.0771121136,0.0449150391,0.0100676651,0.0383203125,0.0102983002,0.0405673828,0.009960111,0.0097499896,6.12E-005,0.0060235469,3.33E-005,0.0077773203,3.86E-005,0.434164443,0.0711012033,0.4365266949,0.0734847955,0.4251545301,0.0692227121,"left"
11,0,0,0,0.8766967773,0.0114321052,0.7643961589,0.0306657949,0.6614868164,0.0314895251,0.5567749023,0.0506041982,0.3701049805,0.0200278519,0.2877360026,0.0103289492,0.5550248085,0.0316408343,0.4198565895,0.0230716142,0.3511327037,0.0213136446,0.5864869864,0.0401011346,0.4190677228,0.020698296,0.3524547354,0.0125367856,"up"
0,0,0,1,0.4626679688,0.0402194481,0.2665273438,0.0256437018,0.2078701172,0.0139887944,0.32196875,0.1013759418,0.2864550781,0.0940029975,0.2539462891,0.0798988441,0.5548568838,0.0176670737,0.4359208222,0.0245218615,0.3399141094,0.032907696,0.5641378106,0.0523482124,0.3260337621,0.0672875227,0.3554935061,0.0554324062,"left"
0,0,0,0,0.9023974609,0.0071013803,0.9077294922,0.0069957397,0.9027685547,0.0131795795,0.5287451172,0.0889121254,0.4949560547,0.0565080097,0.2737792969,0.0385451865,0.5166309574,0.0329800696,0.5854410535,0.0349562614,0.329633936,0.025540196,0.4687761288,0.0466085064,0.4561232755,0.0455704677,0.4028010033,0.0444845705,"up"
0,1,0,0,0.2624317516,0.0242047428,0.2698849765,0.0258361638,0.254989624,0.0254631931,0.4543013139,0.0887493146,0.5113941539,0.1138111383,0.5885203968,0.1457396789,0.3913525622,0.056370825,0.4439425355,0.0735826716,0.4803076866,0.1027437574,0.5360893069,0.0514966892,0.5702477044,0.0547650119,0.58984375,0.0621809684,"down"
3,0,0,1,0.5905354818,0.1195394711,0.6374888479,0.0989708739,0.6237747758,0.1047125569,0.4405412085,0.0321997942,0.4856243369,0.0432543099,0.521116657,0.0531371024,0.2648224286,0.029396513,0.318266848,0.0366762549,0.3329082454,0.0313264991,0.7065746492,0.1080357346,0.6428034082,0.1251405588,0.6542868177,0.1170772115,"up"
2,0,0,0,0.4616144354,0.0359045345,0.4838215221,0.0457815391,0.468920621,0.0438359414,0.1702866988,0.0165733935,0.1643454812,0.0183302555,0.1511591131,0.0213318359,0.3764032879,0.0646481316,0.3437574052,0.0643948523,0.2555224378,0.0386824029,0.5228043543,0.0891206321,0.533160545,0.114121635,0.4940887885,0.1241881393,"up"
0,1,0,0,0.3961804118,0.0120298712,0.2897545012,0.0184687443,0.1866721854,0.0263870662,0.5291739963,0.0488633011,0.4972190604,0.0469230468,0.4028417322,0.0467217852,0.5749549612,0.0251256763,0.4321213276,0.0336200831,0.2903443736,0.0443422925,0.367412694,0.0355610478,0.3282116131,0.0352955001,0.2820728243,0.0283792158,"right"
3,0,0,0,0.990270882,0.0001131918,0.9853546048,0.0001708087,0.9417713201,0.0004158945,0.9881169685,0.0001733575,0.9835414233,0.0002183234,0.982227171,0.0002482026,0.9698780579,0.0006660719,0.986304818,0.000167837,0.979480534,0.0007522759,0.9808136933,0.0003159455,0.9868268944,0.0003141314,0.9848597852,0.0003942356,"up"
0,0,3,0,0.3891164521,0.0102305378,0.4031108338,0.0135255451,0.444245515,0.014936333,0.4202594522,0.0403190462,0.4971426505,0.0364474491,0.4862407166,0.0430173444,0.4136240023,0.0352521048,0.47225597,0.0357925196,0.491224012,0.0439949928,0.3219699408,0.0324139924,0.3676843299,0.0321294907,0.3676521466,0.0428661619,"down"
1,0,4,0,0.3083556375,0.014022535,0.3852734978,0.0194663306,0.1899368851,0.0150341472,0.1382378472,0.0168253698,0.1847782841,0.0222289689,0.1528877918,0.0375967539,0.2869042064,0.0057341472,0.3794533664,0.0100023948,0.2295293995,0.0049637477,0.3014792257,0.0210408722,0.3659182705,0.0250343611,0.2521562822,0.0319415347,"down"
0,0,0,0,0.5017630837,0.1474080592,0.5107421875,0.135913838,0.4578677091,0.1362837872,0.1536476829,0.0234336973,0.1845994429,0.0308449395,0.1503365257,0.0310908202,0.2237151955,0.017877826,0.2380146623,0.0210609195,0.1695071831,0.0149138227,0.5936796505,0.108505273,0.5942165284,0.1035153784,0.4772789544,0.1026845924,"down"
0,0,0,0,0.6008245295,0.0202882154,0.7501498136,0.0049694986,0.9352111816,0.0002460003,0.4178910689,0.0362818289,0.4021925493,0.033287692,0.3724642667,0.0312030172,0.3757831013,0.0420106297,0.4440998963,0.0578026192,0.4979765255,0.1059731637,0.4026010812,0.1140299998,0.4309093602,0.1187979282,0.4405509479,0.146045116,"up"
0,0,0,0,0.7075972124,0.00816958,0.6737518311,0.0068704157,0.5829731334,0.0045956226,0.6557714289,0.0259187803,0.6434492631,0.0167021098,0.5454101563,0.0148858157,0.7419172097,0.0003169337,0.7084623075,0.0003457295,0.600860856,0.0003417168,0.6826810575,0.0008696918,0.6524955569,0.0007872726,0.565276955,0.0004496472,"right"
0,0,0,0,0.2593288422,0.0328104078,0.3380908966,0.0842349724,0.350605011,0.1176101934,0.2809047699,0.0501011089,0.3680419922,0.080807209,0.3760166168,0.1033184401,0.4103395942,0.0006885217,0.717377465,0.0003726329,0.8309999389,0.0004734012,0.007499287,4.44E-005,0.056470013,0.0002520443,0.0558665051,0.0003498307,"left"
1,0,2,0,0.3295525445,0.0252527945,0.3305104574,0.0218715521,0.2866533067,0.0233716342,0.7083740234,0.012606288,0.7711791992,0.0162680807,0.919772678,0.0229721377,0.5886850014,0.0211647902,0.5081700826,0.0286150523,0.465269228,0.0607470739,0.611214966,0.0253454326,0.5785120039,0.0329761356,0.548452437,0.065086564,"down"
0,1,2,0,0.4202601115,0.0142647573,0.4464098612,0.0148463774,0.4294420878,0.0147621278,0.2024091085,0.0037268491,0.2515856425,0.0057719688,0.2027269999,0.0037121828,0.2133946025,0.0061521633,0.2991505349,0.0074413695,0.2662698197,0.0097130297,0.3685246525,0.0095370896,0.3116854909,0.0140157076,0.3090671834,0.016086046,"left"
0,0,1,0,0.5043530273,0.0319230086,0.3949389648,0.034526592,0.3525878906,0.0313195777,0.6259350586,0.0225336201,0.7131518555,0.0136423191,0.8831103516,0.0174361105,0.5064267268,0.0429102651,0.5112589994,0.0504553692,0.4587300449,0.0868878044,0.3818864775,0.0325082346,0.4100486488,0.0346105266,0.2961478767,0.0361851037,"down"
0,0,0,0,0.4185198392,0.0895216821,0.3718879668,0.0706328103,0.3130348807,0.068809698,0.5515106328,0.06618646,0.5021557313,0.0685881683,0.4497860477,0.0651961785,0.6673136646,0.0444529726,0.6054444876,0.0571896565,0.5688567547,0.0535325366,0.6754415761,0.0088638194,0.6094477873,0.0129222935,0.5512664984,0.0107535146,"left"
1,1,3,0,0.3603030118,0.0409598679,0.2201066451,0.0338851449,0.2051530318,0.0173918061,0.3685385964,0.0071056816,0.325071855,0.0076447871,0.3078613281,0.0078262903,0.1667191203,0.0026482971,0.1343213122,0.0030168593,0.1608097601,0.0086152421,0.4041672838,0.0167453074,0.3846286286,0.0210534762,0.3776640255,0.0218208032,"down"
0,0,0,0,0.0685965798,0.0049157989,0.1126695113,0.0160998644,0.1569560658,0.0382163579,0.4026655717,0.0409575099,0.6100880016,0.0810318545,0.7733195912,0.0882706341,0.2553058353,0.0313600739,0.4057408916,0.0745870376,0.5794746001,0.1255741292,0.1895419876,0.039065656,0.2927891736,0.0944333373,0.3745149585,0.1510782357,"down"
0,0,0,0,0.5326490215,0.0673333538,0.4636015051,0.0780732206,0.4196861117,0.0934017037,0.5152360505,0.0397082153,0.4217792586,0.036591343,0.3413780063,0.0431001629,0.3430233672,0.0299860555,0.2628653925,0.0268729686,0.2016940924,0.0214422779,0.6971314774,0.0150755627,0.7348269496,0.0110802281,0.8776510119,0.0037687926,"right"
0,0,1,0,0.5721602006,0.0735496063,0.4131233909,0.0486957065,0.3903545033,0.049303724,0.827886408,0.0030511482,0.6513366699,0.0052104475,0.6446921609,0.0072208709,0.3619131368,0.1176362977,0.2874333531,0.0878746646,0.288549689,0.0923908876,0.106579532,0.021669255,0.0718546357,0.012129509,0.0693090936,0.0107525199,"right"
0,0,0,0,0.2993122448,0.0812902383,0.2727924694,0.0724274799,0.2555597479,0.075406765,0.1803935658,0.0545787323,0.1758894487,0.0521254639,0.1485346014,0.0536451245,0.4362003851,0.0487751925,0.3604283916,0.0288025015,0.3578772956,0.0392204308,0.8474526066,0.0878428112,0.8376999408,0.0951808005,0.8366317387,0.0994031886,"right"
1,1,1,1,0.2205060992,0.0341171914,0.1888674017,0.0256728456,0.184397915,0.0232655307,0.597883258,0.0421713933,0.6232235557,0.0472979317,0.6124867222,0.0576804189,0.580796795,0.048809735,0.5810382567,0.0447410708,0.5663719596,0.0499092207,0.4120379366,0.0369440208,0.4260527158,0.0457667609,0.4542823016,0.0553414961,"down"
0,0,2,0,0.2717895508,0.042583595,0.3001261393,0.0357347488,0.3152913411,0.0257533359,0.181266276,0.0142116735,0.1668741862,0.0153751314,0.1670206706,0.0315432302,0.7224875958,0.0154743601,0.6986692636,0.0147146324,0.5876131616,0.0143920532,0.0181602542,0.0002367355,0.0161636055,0.0002185396,0.013399852,0.0001392421,"down"
0,0,0,0,0.5104077148,0.0314826848,0.4010473633,0.0270605161,0.2910375977,0.0195288272,0.5720288086,0.0277962887,0.4519140625,0.0231972527,0.3297900391,0.018156579,0.5008738523,0.0243475766,0.3956040015,0.0234974735,0.2826422944,0.0188728142,0.6089902442,0.0118512694,0.4744561248,0.0116565641,0.3445879852,0.0094919841,"down"
1,0,0,0,0.536768133,0.017078565,0.5349828547,0.0212435259,0.5178791393,0.0344363412,0.587131847,0.0379978296,0.5862829035,0.0472387671,0.565886064,0.0648328882,0.7928187944,0.0055075109,0.8244001777,0.0043115657,0.8529287618,0.0034390843,0.4404954088,0.0043438321,0.4141698756,0.0038885643,0.3654898549,0.003683504,"left"
0,0,0,0,0.4223276774,0.0005461644,0.6251763238,0.000608082,0.8379804823,0.0003899652,0.2362687853,0.0118636917,0.2144487169,0.0112110736,0.224887424,0.0094278145,0.4459982438,0.042744216,0.4826051926,0.0547791915,0.5352897777,0.0707475875,0.5119676999,0.0289691469,0.5554117178,0.0368576021,0.6214219112,0.0487279511,"up"
0,0,0,0,0.3650868734,0.018431602,0.5400967068,0.0034154554,0.5887366401,0.0022910166,0.5131666395,0.1104823447,0.3922102186,0.1198053066,0.3254547119,0.1034312668,0.6453844691,0.0386178084,0.5862679244,0.0648041625,0.5533816447,0.07677222,0.2066351934,0.0095880648,0.3408870763,0.0432429474,0.3780575572,0.0638956711,"down"
0,0,0,0,0.8471083208,0.0011359756,0.7878015692,0.0013445159,0.8412489458,0.0007968198,0.1997722279,0.0181316271,0.1784210205,0.0112439664,0.1526711204,0.0096963006,0.4157638477,0.0854479947,0.375677577,0.0698790818,0.4037433353,0.085938159,0.4842343009,0.039505231,0.4325958975,0.0333459307,0.4643383442,0.0445865843,"up"
1,1,2,0,0.2169867622,0.0327673587,0.2418438947,0.0318737192,0.2643518519,0.0262218231,0.1664478443,0.0254641042,0.2220088252,0.0445619771,0.2080430773,0.0511887768,0.2810835199,0.0319676349,0.3162084041,0.0334670846,0.2515079717,0.0248032297,0.4868902969,0.0298730731,0.5720352069,0.059119185,0.5271507296,0.0794525622,"down"
1,1,0,1,0.5907891965,0.0630068349,0.5702239392,0.0822621061,0.470739028,0.0592392366,0.4455865598,0.0226124171,0.4814919864,0.025982525,0.5408014036,0.0269090811,0.4174241747,0.0920841187,0.4441466936,0.0929708419,0.3466006362,0.0705282838,0.4761073564,0.0248602591,0.4757735844,0.0242020005,0.476559306,0.0305541094,"up"
1,0,0,0,0.662680308,0.0481820026,0.7370313009,0.0525693618,0.767519633,0.0586914287,0.1654205322,0.0253362591,0.1622339884,0.0267639104,0.1664009094,0.0231019761,0.2027330175,0.0198805703,0.2426507521,0.0211847978,0.2358580854,0.0209749235,0.4071917762,0.0245245939,0.3339131055,0.0224406989,0.2029587044,0.0240813641,"up"
2,0,0,0,0.3831814853,0.1079213125,0.3871834495,0.105495535,0.395554976,0.1003838701,0.6232757568,0.0155892715,0.6157712069,0.0143497143,0.5857474587,0.0116796078,0.5518383442,0.0601109833,0.5453421209,0.0576680772,0.5476692091,0.0581880237,0.5103469342,0.0356225526,0.5191665432,0.0356582469,0.5353913655,0.0367820657,"up"
0,0,1,0,0.4003889296,0.0077501006,0.4648895264,0.0093172834,0.2981991238,0.0177664377,0.5422227648,0.0339941182,0.4278021918,0.0067783946,0.3431972928,0.0058933356,0.4431104251,0.0493006037,0.446889937,0.0431209978,0.4018186921,0.0552940573,0.3871012275,0.0321825759,0.3836114028,0.0279180746,0.4391770169,0.0317044651,"down"
1,0,0,0,0.2852687836,0.0341075458,0.2439002991,0.0316555966,0.2457027435,0.0320113039,0.396270752,0.0337705901,0.3116550446,0.0426777242,0.2323951721,0.0385764979,0.2106293799,0.0074578421,0.1901865018,0.0062720927,0.1907136164,0.0156372127,0.2252281617,0.0400136478,0.2070414358,0.0412856876,0.1947726532,0.0333044925,"down"
0,0,0,0,0.5267966942,0.0035834357,0.5262595848,0.0035752128,0.5274839048,0.0034953981,0.5703712746,0.0027372008,0.5306758174,0.0005568033,0.5149802879,0.0004982677,0.4986874614,0.0079134701,0.5001218441,0.0055190533,0.4264097726,0.0124494715,0.6216752239,0.0036633546,0.6061298448,0.0030507364,0.6063373417,0.0030699001,"up"
0,0,0,0,0.5209296875,0.0886849111,0.5129589844,0.0887747756,0.5135771484,0.0907646089,0.5037861328,0.0367356003,0.4819580078,0.0377171386,0.479796875,0.0456845538,0.3906080616,0.0073702035,0.3737218041,0.0114176358,0.3772019888,0.0146527196,0.6198872165,0.106732369,0.6090114764,0.1126350725,0.5879310165,0.1251386584,"up"
1,1,0,0,0.7787158203,0.0526844539,0.5279716797,0.0412983537,0.3923085938,0.0351994131,0.6463007813,0.1166791808,0.5177363281,0.1255670297,0.4328076172,0.1205228843,0.45255561,0.0665025733,0.2500625417,0.020968962,0.1592155187,0.0093505031,0.1946662358,0.0154509742,0.1397194484,0.0085447991,0.1137099212,0.0069555999,"up"
0,0,1,0,0.8215467665,0.0692285033,0.836418246,0.0748702611,0.8259699315,0.0694855412,0.2389986015,0.0407406053,0.2911557798,0.0482288211,0.3313832224,0.0285895351,0.3997139995,0.1052951396,0.4233797344,0.1055837986,0.4642761925,0.0843512658,0.3003651758,0.0246151729,0.2660552126,0.026472023,0.2371340163,0.033909662,"up"
1,3,1,0,0.0734863281,0.0144146641,0.0603474935,0.0031879028,0.0524495443,0.0008663638,0.1873006185,0.0495345513,0.178889974,0.0432292936,0.1629272461,0.0333117472,0.3682755919,0.0132048092,0.3129624391,0.0114722066,0.2582096536,0.0103878261,0.0330072685,6.32E-005,0.0304176097,6.58E-005,0.0315383444,6.24E-005,"right"
0,0,0,0,0.5413832231,0.0365728197,0.4924760298,0.0475665799,0.3761957342,0.0442178473,0.4234924316,0.0223583915,0.3678464023,0.0241061605,0.2909157493,0.0173330966,0.4920375444,0.0284768336,0.3791117447,0.025647386,0.318585234,0.0188879253,0.6661526214,0.0721632458,0.6188647808,0.0901659272,0.5236985338,0.098063606,"right"
0,0,1,0,0.4631299151,0.0371970053,0.422411786,0.0420222401,0.3486457471,0.0570494859,0.3380781767,0.0410954458,0.2778999379,0.0319547781,0.2382424462,0.0336921626,0.6735105791,0.054180911,0.6452185412,0.0723364849,0.6452011414,0.0753749446,0.2033772968,0.0298987689,0.1504297745,0.0315414532,0.120154162,0.0289596871,"down"
2,0,0,0,0.5024211666,0.0141626055,0.5427208144,0.0064677775,0.6431688694,0.0018460337,0.1554593892,0.0066919994,0.2983069543,0.0071602413,0.472265372,0.0096579343,0.1978503829,0.0086238592,0.3464041604,0.0078306739,0.5490674207,0.0104038532,0.3170651558,0.0202575963,0.4545237004,0.0092174724,0.641703516,0.0063870427,"up"
0,1,0,0,0.5403023514,0.0579857788,0.3614633598,0.0769370308,0.3061260149,0.037924268,0.4998408299,0.0421214178,0.2727864583,0.0547278504,0.2582529105,0.0383717149,0.3309037715,0.0475911788,0.2839696826,0.0463218864,0.2683223247,0.0370199353,0.5327336084,0.0635831255,0.4888322133,0.061322318,0.4436436401,0.0380983675,"left"
0,0,0,0,0.0603804977,0.0051344913,0.0602855541,0.0050532117,0.045542173,0.003538411,0.5426441334,0.0259230408,0.4874728733,0.0272971436,0.4174759476,0.0403195708,0.4033800282,0.0195075141,0.3704917677,0.0156852439,0.243491594,0.0182555159,0.4528620097,0.0249610101,0.4318613921,0.0239013576,0.3864823,0.0254270997,"up"
0,0,0,2,0.3227636719,0.0127539062,0.4996118164,0.0049304504,0.6799023438,0.000571529,0.7990136719,0.0333727874,0.2336572266,0.008244705,0.2717163086,0.0029720722,0.5151782919,0.031990998,0.4558769825,0.0295053446,0.4655708733,0.0534486531,0.4262051336,0.0197473172,0.4289310309,0.0136181645,0.3136249217,0.0298281515,"up"
2,0,0,0,0.8273135099,0.0112159115,0.8367337314,0.0124081861,0.8413418857,0.0138976129,0.2538868297,0.0153712789,0.3345101096,0.0247943347,0.1529332941,0.008517335,0.5781972008,0.0694798205,0.6197052725,0.0664560718,0.5628239781,0.1081605919,0.4094286878,0.0493118344,0.4330698312,0.0473772748,0.3801855006,0.0574481744,"up"
0,3,2,0,0.287234158,0.0509807784,0.3238787616,0.0498767333,0.2467646846,0.0376267771,0.2204472295,0.0347400152,0.2962004485,0.068502282,0.2636908637,0.0656602432,0.2883266098,0.0444531931,0.3373019128,0.0508784197,0.2769444391,0.0379693014,0.5457651328,0.0273223773,0.5911526695,0.0437689431,0.50725636,0.0584763797,"down"
0,1,0,0,0.1367963576,0.0186267818,0.0365273179,0.0050348342,0.0162135244,0.0008598805,0.2285996999,0.0668661034,0.1118455091,0.0318135244,0.1010580505,0.0198309672,0.4458928077,0.0504761773,0.3946265244,0.0553750161,0.390737597,0.0676935581,0.4639776192,0.0552848537,0.1656388581,0.0244239606,0.046086821,0.0040591978,"right"
1,0,0,0,0.5451341109,0.0330394815,0.57081604,0.0477341858,0.600411155,0.086719141,0.5065654408,0.047195803,0.5336664373,0.0770627173,0.542524858,0.129609171,0.5460234005,0.0014008126,0.7156287026,0.0010505626,0.9062703643,0.0006870573,0.59848008,0.0140132318,0.4878924763,0.0168250864,0.3235393217,0.0103349815,"left"
1,0,0,0,0.7730241742,0.010837451,0.8241919802,0.0046381483,0.8902395148,0.0006769434,0.3163623475,0.0396659941,0.3038051672,0.0306779455,0.2636622379,0.0065846024,0.5692680711,0.1004814229,0.5662276541,0.1024935054,0.5555504755,0.105759351,0.5328616496,0.1054935112,0.5423643814,0.1110200445,0.5488052647,0.1156549762,"up"
2,0,0,0,0.1997459129,0.0044694771,0.1983922888,0.0045329292,0.1938422309,0.0043743557,0.216813151,0.061802221,0.2133716725,0.0421550627,0.2229067202,0.0404023179,0.1735217051,0.0039966132,0.178757383,0.0043272447,0.1786705239,0.0042963035,0.1868811284,0.0035052319,0.1929057771,0.003037403,0.1971727339,0.0027941758,"up"
0,0,0,0,0.4050407589,0.1636896107,0.4091349857,0.14916737,0.4078970896,0.1438547281,0.1827214917,0.0818747627,0.234363538,0.0726877578,0.2230734668,0.0689499955,0.4194747532,0.1442434314,0.4070038681,0.1194767046,0.3647300632,0.1073336254,0.0824939691,0.0043343177,0.1411275787,0.0073353392,0.1442834267,0.0073475059,"down"
0,0,1,0,0.4986694336,0.0414916931,0.5004467773,0.041533528,0.4063061523,0.0558581035,0.5381323242,0.0847319629,0.5876147461,0.0704260256,0.5102148438,0.0970565113,0.5952172892,0.0770910829,0.6098184474,0.0641732009,0.5395059474,0.1079568823,0.6819862531,0.0383367538,0.6964113366,0.0350876517,0.6449812187,0.0655657442,"down"
0,0,2,0,0.2075500488,0.0025049439,0.2599029541,0.0102123529,0.1870613098,0.0145323488,0.2685012817,0.0011422159,0.2661590576,0.0009290704,0.1761563619,0.0012212131,0.2529271422,0.0009809,0.2422367099,0.0010216272,0.1640641969,0.0012354515,0.2527336962,0.0014847132,0.2377161843,0.0010617839,0.1250390286,0.0009013607,"down"
0,1,2,1,0.3180591725,0.0492203624,0.3544985171,0.0488843017,0.2438774957,0.0268379155,0.1990243417,0.0260724961,0.2861310041,0.0651226785,0.2692843967,0.0870304169,0.2636284454,0.035205858,0.3003771136,0.0403006501,0.2563564025,0.0276770734,0.4598095371,0.0292055721,0.4977537253,0.0395639066,0.4312389013,0.0592759058,"down"
0,1,1,0,0.7430177799,0.0106859604,0.7536732067,0.011278441,0.7744019564,0.0147270406,0.07869298,0.0070875701,0.0812070232,0.0058544672,0.0637398712,0.0035303483,0.3652102437,0.0702823795,0.3720680502,0.0699571109,0.3657667712,0.0835859933,0.2915178571,0.0578168401,0.3045065154,0.060977199,0.3117971766,0.0684795374,"down"
0,0,0,1,0.4396473278,0.0210754277,0.4869440252,0.034687985,0.4598166726,0.0242740791,0.4222966974,0.0791980742,0.4778400768,0.082314631,0.4228904031,0.0958509647,0.3959530509,0.0508241515,0.4147160101,0.0573256502,0.3744945942,0.0608048113,0.4619057316,0.0297536217,0.6335178466,0.0318703616,0.5454198756,0.0377096977,"left"
0,0,0,0,0.5516551625,0.0411177606,0.5501903187,0.0396271595,0.537271673,0.0359647336,0.4238683527,0.0976494751,0.4284279563,0.0863693694,0.4003046209,0.0832547309,0.5266680243,0.0428937712,0.5256738744,0.0393883612,0.5136515107,0.0393956583,0.7365650918,0.0007732933,0.7300873815,0.0006661357,0.696301096,0.0009445903,"down"
3,0,0,0,0.597306685,0.0003139509,0.7150074352,0.0001001849,0.8745533336,0.0001528002,0.0946391713,0.0030103873,0.1092071533,0.0031239109,0.0936959007,0.0037705165,0.5568016884,0.0319181463,0.6045634627,0.0404701101,0.6453458235,0.0521340049,0.4088658916,0.0830234239,0.4472119372,0.093324078,0.4623111671,0.1245884399,"up"
3,0,2,1,0.1897225839,0.0234484618,0.2855116102,0.0725711725,0.2715630425,0.101984689,0.29307364,0.0325817846,0.3375515408,0.0322063144,0.2100296586,0.0193648468,0.3938424085,0.0280481062,0.4457431767,0.0453813994,0.3770689372,0.0605636166,0.2631181478,0.0233052247,0.3103767758,0.0273292233,0.2211711994,0.0158489009,"up"
0,1,0,0,0.136140625,0.0109086166,0.0913798828,0.0060648591,0.0817128906,0.0046542642,0.2183134766,0.0233497812,0.1139042969,0.0059935693,0.0986376953,0.0064719333,0.2715560374,0.0095272585,0.177110261,0.0049321769,0.2479608802,0.0088087902,0.0727855028,0.0035269403,0.0344669884,0.0009159735,0.0325933435,0.0005948202,"right"
0,1,1,1,0.6625338468,0.0565936172,0.6111075661,0.0684755771,0.6622786088,0.0737372892,0.4762004506,0.0542310845,0.4354331277,0.0686489214,0.4839921431,0.0929131884,0.7198755924,0.0483819233,0.7403621149,0.0434643587,0.8490984153,0.0355641109,0.430346564,0.000534332,0.3460974526,0.0004051172,0.3833641884,0.0004202886,"left"
0,0,1,0,0.5004487879,0.0630165358,0.4274914311,0.0645407853,0.2634133732,0.025051742,0.4309584674,0.0697537518,0.4723917643,0.0688999776,0.4008585612,0.0936021018,0.4490846024,0.0508135212,0.2327253041,0.0407645396,0.2450588972,0.0495275361,0.4947331102,0.0449432799,0.5131991645,0.0498506864,0.482750856,0.0569149847,"down"
